0,92,67
1,91,65
2,91,64
3,91,64
4,90,63
5,90,63
6,88,63
7,88,63
8,89,63
9,88,63
10,89,63
11,89,63
12,89,62
13,88,62
14,88,62
15,88,62
16,88,62
17,88,61
18,88,61
19,88,60
20,87,61
21,86,61
22,86,62
23,86,62
24,86,62
25,86,62
26,87,62
27,87,62
28,88,61
29,87,61
30,87,62
31,87,61
32,87,61
33,87,62
34,86,61
35,85,62
36,86,62
37,86,62
38,86,62
39,87,63
40,87,62
41,86,62
42,86,62
43,86,62
44,86,63
45,86,63
46,86,62
47,85,61
48,87,60
49,86,61
50,86,61
51,86,62
52,87,62
53,86,63
54,86,62
55,86,63
56,85,63
57,85,63
58,86,62
59,86,61
60,85,62
61,85,61
62,85,60
63,85,61
64,86,61
65,86,61
66,85,62
67,85,61
68,85,62
69,85,63
70,85,63
71,85,63
72,84,63
73,85,63
74,86,62
75,85,63
76,85,63
77,85,63
78,85,62
79,85,62
80,85,62
81,85,61
82,84,62
83,84,61
84,85,61
85,85,60
86,85,60
87,85,61
88,84,61
89,85,61
90,84,61
91,84,61
92,84,62
93,85,61
94,85,62
95,85,61
96,86,62
97,86,62
98,86,62
99,85,62
100,87,61
101,87,62
102,86,62
103,86,61
104,86,61
105,87,62
106,86,62
107,87,62
108,86,61
109,86,62
110,86,62
111,86,62
112,86,62
113,86,62
114,85,62
115,85,63
116,85,63
117,86,63
118,86,62
119,86,61
120,86,61
121,87,60
122,87,61
123,88,60
124,87,60
125,87,61
126,87,60
127,86,61
128,87,61
129,86,60
130,87,61
131,87,60
132,87,61
133,87,60
134,87,61
135,87,61
136,87,62
137,87,62
138,86,62
139,86,62
140,86,62
141,85,61
142,86,62
143,86,61
144,86,61
145,86,61
146,86,61
147,86,62
148,86,62
149,87,61
150,87,62
151,87,61
152,87,61
153,87,61
154,87,59
155,88,60
156,87,61
157,87,60
158,87,60
159,87,62
160,87,62
161,87,62
162,86,61
163,86,61
164,86,60
165,85,61
166,85,61
167,86,61
168,85,60
169,85,61
170,85,61
171,85,61
172,85,61
173,86,61
174,87,61
175,87,61
176,86,62
177,87,63
178,86,63
179,86,62
180,85,62
181,86,62
182,86,62
183,87,62
184,86,61
185,87,62
186,87,61
187,88,61
188,88,62
189,88,62
190,88,62
191,89,62
192,88,62
193,88,62
194,87,62
195,88,63
196,88,63
197,88,62
198,88,63
199,88,62
200,87,62
201,87,63
202,88,62
203,88,62
204,87,62
205,87,62
206,86,63
207,86,63
208,85,63
209,85,63
210,85,63
211,86,62
212,85,61
213,85,62
214,85,61
215,85,60
216,85,61
217,85,61
218,86,62
219,86,60
220,86,60
221,87,60
222,88,59
223,87,59
224,87,58
225,87,59
226,87,59
227,87,60
228,87,60
229,87,61
230,87,61
231,86,61
232,87,61
233,87,61
234,87,62
235,86,62
236,86,62
237,86,61
238,86,62
239,86,62
240,87,62
241,87,61
242,87,61
243,87,61
244,88,62
245,89,61
246,88,61
247,88,61
248,87,60
249,87,60
250,87,60
251,86,60
252,87,61
253,87,62
254,86,62
255,86,61
256,86,62
