0,92,67
1,90,68
2,90,68
3,90,68
4,95,63
5,96,62
6,95,65
7,94,64
8,94,64
9,93,65
10,92,63
11,92,63
12,92,63
13,92,63
14,92,63
15,91,60
16,92,59
17,94,59
18,94,58
19,94,57
20,95,57
21,95,56
22,95,55
23,96,54
24,97,53
25,98,52
26,99,52
27,99,51
28,100,51
29,100,50
30,101,49
31,101,49
32,102,48
33,102,48
34,102,47
35,103,48
36,103,48
37,104,48
38,104,48
39,103,48
40,104,48
41,102,49
42,101,50
43,99,50
44,99,50
45,95,52
46,92,54
47,88,55
48,85,57
49,84,57
50,84,57
51,84,57
52,83,57
53,75,62
54,67,64
55,61,66
56,60,66
57,59,67
58,58,67
59,56,67
60,55,68
61,54,68
62,53,68
63,51,69
64,50,69
65,49,70
66,47,70
67,54,71
68,57,72
69,56,72
70,56,73
71,57,71
72,59,70
73,58,70
74,60,68
75,61,65
76,63,63
77,64,61
78,66,58
79,68,56
80,71,55
81,73,53
82,76,51
83,80,49
84,83,47
85,87,46
86,90,45
87,94,44
88,98,43
89,102,43
90,104,42
91,105,41
92,110,42
93,115,42
94,116,41
95,118,41
96,119,40
97,121,40
98,122,39
99,122,41
100,122,43
101,122,45
102,120,46
103,118,48
104,119,48
105,116,49
106,112,50
107,108,50
108,105,51
109,101,51
110,98,51
111,94,51
112,91,50
113,89,50
114,86,50
115,84,49
116,82,49
117,80,48
118,78,48
119,77,48
120,75,48
121,74,48
122,73,48
123,73,48
124,72,48
125,72,48
126,72,48
127,71,48
128,71,48
129,71,48
130,71,48
131,70,48
132,70,48
133,70,48
134,70,48
135,71,48
136,71,48
137,70,48
138,71,47
139,70,47
140,72,47
141,73,47
142,74,47
143,74,47
144,76,48
145,76,47
146,78,48
147,79,48
148,81,48
149,81,48
150,82,48
151,83,48
152,83,48
153,84,48
154,84,48
155,84,48
156,85,48
157,85,48
158,85,48
159,85,48
160,85,48
161,86,48
162,86,48
163,86,48
164,86,49
165,86,50
166,86,51
167,86,51
168,86,52
169,87,53
170,87,54
171,87,55
172,88,56
173,88,56
174,88,57
175,88,58
176,89,60
177,89,60
178,89,60
179,90,61
180,90,62
181,90,62
182,91,62
183,92,62
184,93,62
185,93,63
186,94,63
187,95,63
188,95,63
189,95,64
190,99,65
191,100,66
192,104,68
193,107,70
194,108,70
195,109,71
196,110,71
197,110,72
198,111,72
199,112,73
200,113,74
201,113,74
202,114,75
203,115,75
204,116,76
205,116,76
206,117,77
207,118,77
208,119,78
209,120,78
210,120,79
211,121,79
212,122,80
213,115,64
214,111,59
215,107,58
216,102,56
217,97,54
218,92,53
219,87,53
220,82,52
221,78,52
222,74,51
223,70,51
224,67,52
225,63,52
226,60,52
227,58,53
228,57,53
229,57,54
230,57,56
231,58,57
232,60,59
233,59,59
234,58,59
235,57,59
236,56,59
237,55,59
238,54,60
239,69,63
240,69,63
241,69,64
242,68,64
243,68,64
244,68,64
245,84,65
246,91,66
247,96,66
248,98,65
249,100,65
250,100,64
251,100,64
252,100,64
253,100,63
254,99,62
255,98,62
256,97,61
